trainSize,testSize,dimention,selRatio,model,measure,value,method,dataset,noise,train_seed
7382,1846,7,1,RF,auc,0.997184132,noselect,employee_salaries,na,3
7382,1846,7,1,RF,auc,0.995396193,noselect,employee_salaries,na,4
7382,1846,7,1,RF,auc,0.997536622,noselect,employee_salaries,na,5
6499,1625,18,1,RF,auc,1,noselect,mushroom,na,2
6499,1625,18,1,RF,auc,1,noselect,mushroom,na,3
6499,1625,18,1,RF,auc,1,noselect,mushroom,na,4
6499,1625,18,1,RF,auc,1,noselect,mushroom,na,5
5920,1480,20,1,RF,auc,0.988028184,noselect,ringnorm,na,1
5920,1480,20,1,RF,auc,0.987746638,noselect,ringnorm,na,2
5920,1480,20,1,RF,auc,0.986185195,noselect,ringnorm,na,3
5920,1480,20,1,RF,auc,0.988014427,noselect,ringnorm,na,4
5920,1480,20,1,RF,auc,0.989871317,noselect,ringnorm,na,5
5920,1480,20,1,RF,auc,0.995943223,noselect,twonorm,na,1
5920,1480,20,1,RF,auc,0.995986004,noselect,twonorm,na,2
5920,1480,20,1,RF,auc,0.995523801,noselect,twonorm,na,3
5920,1480,20,1,RF,auc,0.995913827,noselect,twonorm,na,4
5920,1480,20,1,RF,auc,0.995941693,noselect,twonorm,na,5
12800,3200,8,1,RF,auc,0.932531569,noselect,url_spam,na,1
12800,3200,8,1,RF,auc,0.941761071,noselect,url_spam,na,2
12800,3200,8,1,RF,auc,0.943268504,noselect,url_spam,na,3
12800,3200,8,1,RF,auc,0.935446426,noselect,url_spam,na,4
12800,3200,8,1,RF,auc,0.941317762,noselect,url_spam,na,5
1097,275,4,1,RF,f1,0.995780591,noselect,BankNote_Authentication,na,1
1097,275,4,1,RF,f1,0.988764045,noselect,BankNote_Authentication,na,2
1097,275,4,1,RF,f1,0.986175115,noselect,BankNote_Authentication,na,3
1097,275,4,1,RF,f1,0.995744681,noselect,BankNote_Authentication,na,4
1097,275,4,1,RF,f1,0.996078431,noselect,BankNote_Authentication,na,5
4240,1060,2,1,RF,f1,0.886075949,noselect,banana,na,1
4240,1060,2,1,RF,f1,0.890526316,noselect,banana,na,2
4240,1060,2,1,RF,f1,0.876803552,noselect,banana,na,3
4240,1060,2,1,RF,f1,0.880351262,noselect,banana,na,4
4240,1060,2,1,RF,f1,0.884165781,noselect,banana,na,5
6243,1561,25,1,RF,f1,0.801282051,noselect,colleges,na,1
6243,1561,25,1,RF,f1,0.809312639,noselect,colleges,na,2
6243,1561,25,1,RF,f1,0.799097065,noselect,colleges,na,3
6243,1561,25,1,RF,f1,0.792982456,noselect,colleges,na,4
6243,1561,25,1,RF,f1,0.801268499,noselect,colleges,na,5
11984,2996,14,1,RF,f1,0.933611194,noselect,eegEyeState,na,1
11984,2996,14,1,RF,f1,0.914874816,noselect,eegEyeState,na,2
11984,2996,14,1,RF,f1,0.926284875,noselect,eegEyeState,na,3
11984,2996,14,1,RF,f1,0.92808117,noselect,eegEyeState,na,4
11984,2996,14,1,RF,f1,0.926553672,noselect,eegEyeState,na,5
7382,1846,7,1,RF,f1,0.943164363,noselect,employee_salaries,na,1
7382,1846,7,1,RF,f1,0.928327645,noselect,employee_salaries,na,2
7382,1846,7,1,RF,f1,0.943894389,noselect,employee_salaries,na,3
7382,1846,7,1,RF,f1,0.923649907,noselect,employee_salaries,na,4
7382,1846,7,1,RF,f1,0.961661342,noselect,employee_salaries,na,5
6499,1625,18,1,RF,f1,1,noselect,mushroom,na,2
6499,1625,18,1,RF,f1,1,noselect,mushroom,na,3
6499,1625,18,1,RF,f1,1,noselect,mushroom,na,4
6499,1625,18,1,RF,f1,1,noselect,mushroom,na,5
5920,1480,20,1,RF,f1,0.947647449,noselect,ringnorm,na,1
5920,1480,20,1,RF,f1,0.948228883,noselect,ringnorm,na,2
5920,1480,20,1,RF,f1,0.944253269,noselect,ringnorm,na,3
5920,1480,20,1,RF,f1,0.944369064,noselect,ringnorm,na,4
5920,1480,20,1,RF,f1,0.94102228,noselect,ringnorm,na,5
5920,1480,20,1,RF,f1,0.969408566,noselect,twonorm,na,1
5920,1480,20,1,RF,f1,0.968603874,noselect,twonorm,na,2
5920,1480,20,1,RF,f1,0.961485557,noselect,twonorm,na,3
5920,1480,20,1,RF,f1,0.969859344,noselect,twonorm,na,4
5920,1480,20,1,RF,f1,0.968707483,noselect,twonorm,na,5
12800,3200,8,1,RF,f1,0.868759342,noselect,url_spam,na,1
12800,3200,8,1,RF,f1,0.877130045,noselect,url_spam,na,2
12800,3200,8,1,RF,f1,0.8794926,noselect,url_spam,na,3
12800,3200,8,1,RF,f1,0.879082083,noselect,url_spam,na,4
12800,3200,8,1,RF,f1,0.883775811,noselect,url_spam,na,5
1097,275,4,1,RF,time(s),75.86717081,noselect,BankNote_Authentication,na,1
1097,275,4,1,RF,time(s),76.02472544,noselect,BankNote_Authentication,na,2
1097,275,4,1,RF,time(s),75.94892812,noselect,BankNote_Authentication,na,3
1097,275,4,1,RF,time(s),75.91003203,noselect,BankNote_Authentication,na,4
1097,275,4,1,RF,time(s),75.89507174,noselect,BankNote_Authentication,na,5
4240,1060,2,1,RF,time(s),136.7024851,noselect,banana,na,1
4240,1060,2,1,RF,time(s),136.7623265,noselect,banana,na,2
4240,1060,2,1,RF,time(s),136.6456132,noselect,banana,na,3
4240,1060,2,1,RF,time(s),137.0993924,noselect,banana,na,4
4240,1060,2,1,RF,time(s),136.6446397,noselect,banana,na,5
6243,1561,25,1,RF,time(s),639.1794162,noselect,colleges,na,1
6243,1561,25,1,RF,time(s),642.6162198,noselect,colleges,na,2
6243,1561,25,1,RF,time(s),646.2036498,noselect,colleges,na,3
6243,1561,25,1,RF,time(s),642.1654255,noselect,colleges,na,4
6243,1561,25,1,RF,time(s),644.984849,noselect,colleges,na,5
11984,2996,14,1,RF,time(s),777.7245896,noselect,eegEyeState,na,1
11984,2996,14,1,RF,time(s),777.7445583,noselect,eegEyeState,na,2
11984,2996,14,1,RF,time(s),774.2658679,noselect,eegEyeState,na,3
11984,2996,14,1,RF,time(s),772.0168886,noselect,eegEyeState,na,4
11984,2996,14,1,RF,time(s),773.0820417,noselect,eegEyeState,na,5
7382,1846,7,1,RF,time(s),207.3993003,noselect,employee_salaries,na,1
7382,1846,7,1,RF,time(s),209.0508816,noselect,employee_salaries,na,2
7382,1846,7,1,RF,time(s),211.5820994,noselect,employee_salaries,na,3
7382,1846,7,1,RF,time(s),200.1706319,noselect,employee_salaries,na,4
7382,1846,7,1,RF,time(s),206.99737,noselect,employee_salaries,na,5
6499,1625,18,1,RF,time(s),123.3740289,noselect,mushroom,na,2
6499,1625,18,1,RF,time(s),124.5986993,noselect,mushroom,na,3
6499,1625,18,1,RF,time(s),123.0359225,noselect,mushroom,na,4
6499,1625,18,1,RF,time(s),122.3876591,noselect,mushroom,na,5
5920,1480,20,1,RF,time(s),790.1611729,noselect,ringnorm,na,1
5920,1480,20,1,RF,time(s),792.040168,noselect,ringnorm,na,2
5920,1480,20,1,RF,time(s),789.6126657,noselect,ringnorm,na,3
5920,1480,20,1,RF,time(s),792.286485,noselect,ringnorm,na,4
5920,1480,20,1,RF,time(s),791.8935609,noselect,ringnorm,na,5
5920,1480,20,1,RF,time(s),764.2535372,noselect,twonorm,na,1
5920,1480,20,1,RF,time(s),763.6112542,noselect,twonorm,na,2
5920,1480,20,1,RF,time(s),753.8703201,noselect,twonorm,na,3
5920,1480,20,1,RF,time(s),766.1065779,noselect,twonorm,na,4
5920,1480,20,1,RF,time(s),751.6462796,noselect,twonorm,na,5
12800,3200,8,1,RF,time(s),233.5549927,noselect,url_spam,na,1
12800,3200,8,1,RF,time(s),233.7833471,noselect,url_spam,na,2
12800,3200,8,1,RF,time(s),233.0329099,noselect,url_spam,na,3
12800,3200,8,1,RF,time(s),233.441787,noselect,url_spam,na,4
12800,3200,8,1,RF,time(s),234.2740495,noselect,url_spam,na,5
1097,275,4,1,kNN,acc,1,noselect,BankNote_Authentication,na,1
1097,275,4,1,kNN,acc,0.996363636,noselect,BankNote_Authentication,na,2
1097,275,4,1,kNN,acc,0.996363636,noselect,BankNote_Authentication,na,3
1097,275,4,1,kNN,acc,1,noselect,BankNote_Authentication,na,4
1097,275,4,1,kNN,acc,1,noselect,BankNote_Authentication,na,5
4240,1060,2,1,kNN,acc,0.904716981,noselect,banana,na,1
4240,1060,2,1,kNN,acc,0.898113208,noselect,banana,na,2
4240,1060,2,1,kNN,acc,0.902830189,noselect,banana,na,3
4240,1060,2,1,kNN,acc,0.900943396,noselect,banana,na,4
4240,1060,2,1,kNN,acc,0.895283019,noselect,banana,na,5
6243,1561,25,1,kNN,acc,0.872517617,noselect,colleges,na,1
6243,1561,25,1,kNN,acc,0.874439462,noselect,colleges,na,2
6243,1561,25,1,kNN,acc,0.880845612,noselect,colleges,na,3
6243,1561,25,1,kNN,acc,0.867392697,noselect,colleges,na,4
6243,1561,25,1,kNN,acc,0.871236387,noselect,colleges,na,5
11984,2996,14,1,kNN,acc,0.924899866,noselect,eegEyeState,na,1
11984,2996,14,1,kNN,acc,0.838785047,noselect,eegEyeState,na,2
11984,2996,14,1,kNN,acc,0.835781041,noselect,eegEyeState,na,3
11984,2996,14,1,kNN,acc,0.920560748,noselect,eegEyeState,na,4
11984,2996,14,1,kNN,acc,0.842790387,noselect,eegEyeState,na,5
7382,1846,7,1,kNN,acc,0.958288191,noselect,employee_salaries,na,1
7382,1846,7,1,kNN,acc,0.966413868,noselect,employee_salaries,na,2
7382,1846,7,1,kNN,acc,0.966413868,noselect,employee_salaries,na,3
7382,1846,7,1,kNN,acc,0.97020585,noselect,employee_salaries,na,4
7382,1846,7,1,kNN,acc,0.968039003,noselect,employee_salaries,na,5
6499,1625,18,1,kNN,acc,0.999384615,noselect,mushroom,na,2
6499,1625,18,1,kNN,acc,1,noselect,mushroom,na,3
6499,1625,18,1,kNN,acc,1,noselect,mushroom,na,4
6499,1625,18,1,kNN,acc,0.999384615,noselect,mushroom,na,5
5920,1480,20,1,kNN,acc,0.668918919,noselect,ringnorm,na,1
5920,1480,20,1,kNN,acc,0.681081081,noselect,ringnorm,na,2
5920,1480,20,1,kNN,acc,0.686486486,noselect,ringnorm,na,3
5920,1480,20,1,kNN,acc,0.688513514,noselect,ringnorm,na,4
5920,1480,20,1,kNN,acc,0.668243243,noselect,ringnorm,na,5
5920,1480,20,1,kNN,acc,0.977702703,noselect,twonorm,na,1
5920,1480,20,1,kNN,acc,0.972972973,noselect,twonorm,na,2
5920,1480,20,1,kNN,acc,0.970945946,noselect,twonorm,na,3
5920,1480,20,1,kNN,acc,0.972297297,noselect,twonorm,na,4
5920,1480,20,1,kNN,acc,0.973648649,noselect,twonorm,na,5
12800,3200,8,1,kNN,acc,0.8609375,noselect,url_spam,na,1
12800,3200,8,1,kNN,acc,0.865,noselect,url_spam,na,2
12800,3200,8,1,kNN,acc,0.8721875,noselect,url_spam,na,3
12800,3200,8,1,kNN,acc,0.8634375,noselect,url_spam,na,4
12800,3200,8,1,kNN,acc,0.8640625,noselect,url_spam,na,5
1097,275,4,1,kNN,auc,1,noselect,BankNote_Authentication,na,1
1097,275,4,1,kNN,auc,0.996503497,noselect,BankNote_Authentication,na,2
1097,275,4,1,kNN,auc,0.996940365,noselect,BankNote_Authentication,na,3
1097,275,4,1,kNN,auc,1,noselect,BankNote_Authentication,na,4
1097,275,4,1,kNN,auc,1,noselect,BankNote_Authentication,na,5
4240,1060,2,1,kNN,auc,0.970063266,noselect,banana,na,1
4240,1060,2,1,kNN,auc,0.96977608,noselect,banana,na,2
4240,1060,2,1,kNN,auc,0.972216012,noselect,banana,na,3
4240,1060,2,1,kNN,auc,0.969842593,noselect,banana,na,4
4240,1060,2,1,kNN,auc,0.961168862,noselect,banana,na,5
6243,1561,25,1,kNN,auc,0.925927409,noselect,colleges,na,1
6243,1561,25,1,kNN,auc,0.926774468,noselect,colleges,na,2
6243,1561,25,1,kNN,auc,0.933479421,noselect,colleges,na,3
6243,1561,25,1,kNN,auc,0.925440429,noselect,colleges,na,4
6243,1561,25,1,kNN,auc,0.935797942,noselect,colleges,na,5
11984,2996,14,1,kNN,auc,0.976654107,noselect,eegEyeState,na,1
11984,2996,14,1,kNN,auc,0.91688955,noselect,eegEyeState,na,2
11984,2996,14,1,kNN,auc,0.918309995,noselect,eegEyeState,na,3
11984,2996,14,1,kNN,auc,0.977099122,noselect,eegEyeState,na,4
11984,2996,14,1,kNN,auc,0.922832976,noselect,eegEyeState,na,5
7382,1846,7,1,kNN,auc,0.971315064,noselect,employee_salaries,na,1
7382,1846,7,1,kNN,auc,0.978225763,noselect,employee_salaries,na,2
7382,1846,7,1,kNN,auc,0.987845674,noselect,employee_salaries,na,3
7382,1846,7,1,kNN,auc,0.980344543,noselect,employee_salaries,na,4
7382,1846,7,1,kNN,auc,0.990339267,noselect,employee_salaries,na,5
6499,1625,18,1,kNN,auc,1,noselect,mushroom,na,2
6499,1625,18,1,kNN,auc,1,noselect,mushroom,na,3
6499,1625,18,1,kNN,auc,1,noselect,mushroom,na,4
6499,1625,18,1,kNN,auc,1,noselect,mushroom,na,5
5920,1480,20,1,kNN,auc,0.865201558,noselect,ringnorm,na,1
5920,1480,20,1,kNN,auc,0.873619339,noselect,ringnorm,na,2
5920,1480,20,1,kNN,auc,0.878687374,noselect,ringnorm,na,3
5920,1480,20,1,kNN,auc,0.873717756,noselect,ringnorm,na,4
5920,1480,20,1,kNN,auc,0.872320477,noselect,ringnorm,na,5
5920,1480,20,1,kNN,auc,0.996301228,noselect,twonorm,na,1
5920,1480,20,1,kNN,auc,0.996247151,noselect,twonorm,na,2
5920,1480,20,1,kNN,auc,0.996817859,noselect,twonorm,na,3
5920,1480,20,1,kNN,auc,0.997429017,noselect,twonorm,na,4
5920,1480,20,1,kNN,auc,0.99635903,noselect,twonorm,na,5
12800,3200,8,1,kNN,auc,0.922182723,noselect,url_spam,na,1
12800,3200,8,1,kNN,auc,0.929325817,noselect,url_spam,na,2
12800,3200,8,1,kNN,auc,0.93110902,noselect,url_spam,na,3
12800,3200,8,1,kNN,auc,0.925199582,noselect,url_spam,na,4
12800,3200,8,1,kNN,auc,0.930812452,noselect,url_spam,na,5
1097,275,4,1,kNN,f1,1,noselect,BankNote_Authentication,na,1
1097,275,4,1,kNN,f1,0.996226415,noselect,BankNote_Authentication,na,2
1097,275,4,1,kNN,f1,0.995348837,noselect,BankNote_Authentication,na,3
1097,275,4,1,kNN,f1,1,noselect,BankNote_Authentication,na,4
1097,275,4,1,kNN,f1,1,noselect,BankNote_Authentication,na,5
4240,1060,2,1,kNN,f1,0.893572181,noselect,banana,na,1
4240,1060,2,1,kNN,f1,0.88336933,noselect,banana,na,2
4240,1060,2,1,kNN,f1,0.884658455,noselect,banana,na,3
4240,1060,2,1,kNN,f1,0.883462819,noselect,banana,na,4
4240,1060,2,1,kNN,f1,0.882040383,noselect,banana,na,5
6243,1561,25,1,kNN,f1,0.79714577,noselect,colleges,na,1
6243,1561,25,1,kNN,f1,0.794549266,noselect,colleges,na,2
6243,1561,25,1,kNN,f1,0.798701299,noselect,colleges,na,3
6243,1561,25,1,kNN,f1,0.76974416,noselect,colleges,na,4
6243,1561,25,1,kNN,f1,0.801186944,noselect,colleges,na,5
11984,2996,14,1,kNN,f1,0.932452717,noselect,eegEyeState,na,1
11984,2996,14,1,kNN,f1,0.856973645,noselect,eegEyeState,na,2
11984,2996,14,1,kNN,f1,0.852694611,noselect,eegEyeState,na,3
11984,2996,14,1,kNN,f1,0.929039952,noselect,eegEyeState,na,4
11984,2996,14,1,kNN,f1,0.860361696,noselect,eegEyeState,na,5
7382,1846,7,1,kNN,f1,0.879499218,noselect,employee_salaries,na,1
7382,1846,7,1,kNN,f1,0.89632107,noselect,employee_salaries,na,2
7382,1846,7,1,kNN,f1,0.900641026,noselect,employee_salaries,na,3
7382,1846,7,1,kNN,f1,0.900900901,noselect,employee_salaries,na,4
7382,1846,7,1,kNN,f1,0.9056,noselect,employee_salaries,na,5
6499,1625,18,1,kNN,f1,0.999418942,noselect,mushroom,na,2
6499,1625,18,1,kNN,f1,1,noselect,mushroom,na,3
6499,1625,18,1,kNN,f1,1,noselect,mushroom,na,4
6499,1625,18,1,kNN,f1,0.99939577,noselect,mushroom,na,5
5920,1480,20,1,kNN,f1,0.512922465,noselect,ringnorm,na,1
5920,1480,20,1,kNN,f1,0.526104418,noselect,ringnorm,na,2
5920,1480,20,1,kNN,f1,0.525562372,noselect,ringnorm,na,3
5920,1480,20,1,kNN,f1,0.543111992,noselect,ringnorm,na,4
5920,1480,20,1,kNN,f1,0.523763337,noselect,ringnorm,na,5
5920,1480,20,1,kNN,f1,0.977319588,noselect,twonorm,na,1
5920,1480,20,1,kNN,f1,0.973009447,noselect,twonorm,na,2
5920,1480,20,1,kNN,f1,0.970365265,noselect,twonorm,na,3
5920,1480,20,1,kNN,f1,0.972648432,noselect,twonorm,na,4
5920,1480,20,1,kNN,f1,0.973269363,noselect,twonorm,na,5
12800,3200,8,1,kNN,f1,0.86511064,noselect,url_spam,na,1
12800,3200,8,1,kNN,f1,0.868131868,noselect,url_spam,na,2
12800,3200,8,1,kNN,f1,0.876248109,noselect,url_spam,na,3
12800,3200,8,1,kNN,f1,0.870595203,noselect,url_spam,na,4
12800,3200,8,1,kNN,f1,0.871870398,noselect,url_spam,na,5
1097,275,4,1,kNN,time(s),0.600394487,noselect,BankNote_Authentication,na,1
1097,275,4,1,kNN,time(s),0.553483963,noselect,BankNote_Authentication,na,2
1097,275,4,1,kNN,time(s),0.593413115,noselect,BankNote_Authentication,na,3
1097,275,4,1,kNN,time(s),0.598399878,noselect,BankNote_Authentication,na,4
1097,275,4,1,kNN,time(s),0.602389574,noselect,BankNote_Authentication,na,5
4240,1060,2,1,kNN,time(s),1.980729342,noselect,banana,na,1
4240,1060,2,1,kNN,time(s),2.071460247,noselect,banana,na,2
4240,1060,2,1,kNN,time(s),2.06151247,noselect,banana,na,3
4240,1060,2,1,kNN,time(s),2.030571461,noselect,banana,na,4
4240,1060,2,1,kNN,time(s),1.93183589,noselect,banana,na,5
6243,1561,25,1,kNN,time(s),37.56452727,noselect,colleges,na,1
6243,1561,25,1,kNN,time(s),37.39897084,noselect,colleges,na,2
6243,1561,25,1,kNN,time(s),37.75299907,noselect,colleges,na,3
6243,1561,25,1,kNN,time(s),37.83281088,noselect,colleges,na,4
6243,1561,25,1,kNN,time(s),38.15295386,noselect,colleges,na,5
11984,2996,14,1,kNN,time(s),39.22208381,noselect,eegEyeState,na,1
11984,2996,14,1,kNN,time(s),34.52165747,noselect,eegEyeState,na,2
11984,2996,14,1,kNN,time(s),33.48442578,noselect,eegEyeState,na,3
11984,2996,14,1,kNN,time(s),37.27129626,noselect,eegEyeState,na,4
11984,2996,14,1,kNN,time(s),33.91527367,noselect,eegEyeState,na,5
7382,1846,7,1,kNN,time(s),8.635899544,noselect,employee_salaries,na,1
7382,1846,7,1,kNN,time(s),8.598010063,noselect,employee_salaries,na,2
7382,1846,7,1,kNN,time(s),8.65484786,noselect,employee_salaries,na,3
7382,1846,7,1,kNN,time(s),8.54315114,noselect,employee_salaries,na,4
7382,1846,7,1,kNN,time(s),8.653852463,noselect,employee_salaries,na,5
6499,1625,18,1,kNN,time(s),13.90181947,noselect,mushroom,na,2
6499,1625,18,1,kNN,time(s),14.26086426,noselect,mushroom,na,3
6499,1625,18,1,kNN,time(s),14.12022805,noselect,mushroom,na,4
6499,1625,18,1,kNN,time(s),13.57170057,noselect,mushroom,na,5
5920,1480,20,1,kNN,time(s),38.3234551,noselect,ringnorm,na,1
5920,1480,20,1,kNN,time(s),38.20973492,noselect,ringnorm,na,2
5920,1480,20,1,kNN,time(s),38.33639598,noselect,ringnorm,na,3
5920,1480,20,1,kNN,time(s),38.3952384,noselect,ringnorm,na,4
5920,1480,20,1,kNN,time(s),38.2974999,noselect,ringnorm,na,5
5920,1480,20,1,kNN,time(s),38.27755332,noselect,twonorm,na,1
5920,1480,20,1,kNN,time(s),38.28555632,noselect,twonorm,na,2
5920,1480,20,1,kNN,time(s),38.32745218,noselect,twonorm,na,3
5920,1480,20,1,kNN,time(s),38.29149103,noselect,twonorm,na,4
5920,1480,20,1,kNN,time(s),38.32542491,noselect,twonorm,na,5
12800,3200,8,1,kNN,time(s),22.27509785,noselect,url_spam,na,1
12800,3200,8,1,kNN,time(s),24.52521038,noselect,url_spam,na,2
12800,3200,8,1,kNN,time(s),23.61726594,noselect,url_spam,na,3
12800,3200,8,1,kNN,time(s),24.1321609,noselect,url_spam,na,4
12800,3200,8,1,kNN,time(s),22.78373265,noselect,url_spam,na,5
